Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date
Sub-Saharan Africa,Swaziland,Vegetables,Offline,C,6/25/16,964926469,7/15/16
Asia,Mongolia,Snacks,Offline,M,7/17/11,500321948,8/30/11
Europe,Malta,Fruits,Offline,L,11/17/13,828889119,12/8/13
Australia and Oceania,New Zealand,Fruits,Online,M,6/27/13,569426810,7/2/13
Central America and the Caribbean,Haiti,Cereal,Online,L,7/27/16,661046350,8/12/16
Sub-Saharan Africa,Democratic Republic of the Congo,Vegetables,Offline,C,6/17/11,313171565,6/28/11
Europe,Spain,Baby Food,Online,H,4/9/10,155538785,4/18/10
Central America and the Caribbean,Antigua and Barbuda ,Meat,Online,M,10/30/14,888196837,11/18/14
Europe,Italy,Clothes,Offline,L,11/15/12,131507050,11/28/12
Sub-Saharan Africa,South Sudan,Baby Food,Offline,M,2/24/12,976143252,4/14/12
Sub-Saharan Africa,Mauritius ,Cosmetics,Online,C,11/18/13,733091771,11/20/13
Europe,Iceland,Cereal,Online,M,8/1/16,383651435,9/3/16
Central America and the Caribbean,Guatemala,Meat,Online,M,4/3/12,529433572,4/20/12
Australia and Oceania,Palau,Vegetables,Offline,L,11/24/12,942362010,12/10/12
Sub-Saharan Africa,Liberia,Baby Food,Offline,C,6/5/16,114673078,6/12/16
Sub-Saharan Africa,Mozambique,Vegetables,Offline,H,6/21/10,208915603,6/25/10
Sub-Saharan Africa,Burundi,Personal Care,Online,C,1/2/14,307950913,2/8/14
Europe,Ireland,Vegetables,Offline,M,12/31/12,464952838,1/19/13
Sub-Saharan Africa,Mozambique,Snacks,Online,C,3/16/17,353407704,4/17/17
Europe,Bulgaria,Office Supplies,Online,L,12/6/10,617114341,1/17/11
Asia,Cambodia,Cosmetics,Offline,C,5/31/17,620184075,6/30/17
North America,Canada,Vegetables,Online,H,9/29/11,697040736,10/15/11
Europe,Cyprus,Clothes,Offline,H,7/1/15,802420651,8/3/15
Middle East and North Africa,Saudi Arabia,Personal Care,Offline,C,3/31/17,961372649,4/1/17
Asia,China,Meat,Offline,C,3/14/14,819258058,3/18/14
Sub-Saharan Africa,Niger,Meat,Offline,C,12/28/15,991750705,1/13/16
Sub-Saharan Africa,Cameroon,Cereal,Online,M,8/6/10,814836919,8/26/10
Asia,Bhutan,Cereal,Offline,C,7/25/13,594815528,9/6/13
Asia,Singapore,Snacks,Offline,M,3/22/11,258297860,4/10/11
Sub-Saharan Africa,Burundi,Cereal,Offline,M,6/16/17,702207744,7/11/17
Europe,Denmark,Baby Food,Offline,H,12/8/16,643781507,12/8/16
Asia,Indonesia,Baby Food,Online,C,4/29/14,670567977,5/21/14
Sub-Saharan Africa,Benin,Vegetables,Online,L,5/7/15,990428483,6/6/15
Europe,Slovakia,Fruits,Online,L,6/9/15,981536853,6/11/15
Sub-Saharan Africa,Angola,Household,Offline,H,2/3/11,542379415,3/7/11
Sub-Saharan Africa,Cote d'Ivoire,Clothes,Online,C,3/29/11,541754996,5/17/11
Asia,Taiwan,Vegetables,Offline,C,9/19/10,568774926,11/4/10
Sub-Saharan Africa,Angola,Fruits,Online,C,10/15/16,282863032,10/19/16
Asia,Mongolia,Office Supplies,Online,M,1/27/15,763755643,2/17/15
Europe,San Marino,Office Supplies,Offline,C,3/5/11,461501586,4/3/11
Sub-Saharan Africa,Senegal,Snacks,Online,C,10/8/11,146462190,11/1/11
Central America and the Caribbean,Grenada,Office Supplies,Online,H,3/26/13,659311282,5/6/13
Australia and Oceania,Vanuatu,Vegetables,Offline,H,1/7/13,661035192,2/4/13
Sub-Saharan Africa,Comoros,Fruits,Online,L,6/1/13,682932746,6/23/13
Europe,Belgium,Fruits,Offline,L,3/21/10,876615273,4/12/10
Sub-Saharan Africa,Democratic Republic of the Congo,Clothes,Online,M,8/20/11,564006602,9/6/11
Sub-Saharan Africa,Mauritania,Clothes,Online,H,10/18/11,487343060,10/26/11
Sub-Saharan Africa,Mauritania,Office Supplies,Offline,L,4/5/17,559173476,5/10/17
Sub-Saharan Africa,Rwanda,Clothes,Offline,M,12/5/12,312359178,1/24/13
Europe,Macedonia,Personal Care,Online,C,4/11/11,250073993,5/25/11
Australia and Oceania,Marshall Islands,Snacks,Online,M,9/10/10,495804250,10/1/10
Middle East and North Africa,Libya,Fruits,Online,L,6/2/14,343348777,6/27/14
Sub-Saharan Africa,Uganda,Meat,Offline,C,8/15/11,506818902,8/27/11
Asia,Singapore,Cosmetics,Offline,H,6/15/11,870638453,7/11/11
Sub-Saharan Africa,Lesotho,Snacks,Offline,M,7/27/16,939543759,8/20/16
Europe,Belarus,Beverages,Online,L,10/4/11,288583648,10/5/11
Sub-Saharan Africa,Sudan,Clothes,Online,L,2/24/13,813119447,3/15/13
Middle East and North Africa,Jordan,Clothes,Online,L,6/16/11,878824985,7/9/11
Sub-Saharan Africa,Ethiopia,Beverages,Offline,L,7/30/13,271686589,8/23/13
Europe,Russia,Personal Care,Offline,L,2/20/16,648003089,3/13/16
Middle East and North Africa,Iraq,Clothes,Offline,H,10/24/16,584385812,11/21/16
Asia,Malaysia,Office Supplies,Online,H,7/28/10,527758586,9/9/10
Middle East and North Africa,Somalia,Vegetables,Offline,L,2/24/16,545357739,3/25/16
Middle East and North Africa,Azerbaijan,Personal Care,Online,C,9/15/11,774732100,10/28/11
Middle East and North Africa,Morocco,Household,Offline,C,4/30/14,973742997,6/15/14
Middle East and North Africa,Bahrain,Office Supplies,Offline,C,8/31/15,970564258,10/13/15
Sub-Saharan Africa,Angola,Vegetables,Offline,C,12/31/15,213682210,2/19/16
Sub-Saharan Africa,The Gambia,Baby Food,Offline,M,11/22/12,921895682,12/15/12
Europe,Italy,Clothes,Online,M,7/20/12,434316003,8/20/12
Sub-Saharan Africa,Sierra Leone,Cereal,Online,L,11/17/10,660367000,12/17/10
Europe,Moldova ,Cereal,Offline,C,6/2/12,429785001,7/13/12
Sub-Saharan Africa,Botswana,Cosmetics,Online,H,6/4/11,442618834,6/24/11
Asia,Nepal,Fruits,Online,H,10/12/10,119229829,11/23/10
Central America and the Caribbean,Dominican Republic,Meat,Online,C,8/26/10,750291812,9/8/10
Australia and Oceania,Kiribati,Snacks,Online,M,4/10/12,546791112,4/20/12
Europe,Bosnia and Herzegovina,Cosmetics,Offline,C,2/26/14,490026557,4/9/14
Sub-Saharan Africa,The Gambia,Vegetables,Offline,H,11/14/15,281609475,12/19/15
Sub-Saharan Africa,Eritrea,Baby Food,Offline,H,4/9/14,593463695,4/9/14
Central America and the Caribbean,Grenada,Clothes,Online,L,11/7/14,817825543,11/23/14
Asia,Malaysia,Office Supplies,Online,H,10/21/12,417243850,12/7/12
Sub-Saharan Africa,Guinea-Bissau,Cosmetics,Online,H,12/21/11,274579942,1/9/12
Sub-Saharan Africa,Cote d'Ivoire,Clothes,Online,C,6/16/13,443007647,8/5/13
Sub-Saharan Africa,Mozambique,Cosmetics,Online,M,11/14/11,596013295,12/1/11
Europe,Iceland,Beverages,Offline,M,3/29/14,477395713,5/10/14
Central America and the Caribbean,Antigua and Barbuda ,Cereal,Offline,M,7/7/13,351266229,7/8/13
Australia and Oceania,Federated States of Micronesia,Beverages,Online,C,1/25/15,552048671,2/11/15
Asia,Brunei,Cosmetics,Offline,H,3/11/10,134479367,4/1/10
Central America and the Caribbean,Honduras,Cereal,Online,H,3/4/10,923607146,4/7/10
Europe,Sweden,Vegetables,Online,L,3/22/12,764793336,5/2/12
Sub-Saharan Africa,Mauritania,Clothes,Offline,H,10/28/10,273711764,11/9/10
Central America and the Caribbean,Belize,Cereal,Online,M,9/5/16,586348760,10/10/16
Middle East and North Africa,Libya,Baby Food,Online,M,1/16/15,209003150,2/18/15
Asia,China,Beverages,Online,M,12/15/14,868286263,1/28/15
Sub-Saharan Africa,Cote d'Ivoire,Meat,Online,C,3/1/15,761121928,4/12/15
Sub-Saharan Africa,Zambia,Cereal,Offline,M,6/24/15,404746472,7/11/15
Central America and the Caribbean,Antigua and Barbuda ,Beverages,Offline,C,12/27/12,386708724,2/11/13
Europe,Vatican City,Fruits,Offline,H,6/5/13,914870011,6/24/13
Asia,Philippines,Office Supplies,Online,C,3/23/12,467404162,4/6/12
Europe,Moldova ,Vegetables,Offline,H,6/13/13,742797505,7/8/13
Asia,South Korea,Cereal,Online,L,11/18/10,809848868,12/18/10
Europe,Macedonia,Meat,Online,M,7/4/14,257669579,7/28/14
Europe,Estonia,Household,Online,M,6/12/16,545683467,7/20/16
North America,Mexico,Cereal,Offline,L,6/16/17,953626859,7/2/17
Asia,Thailand,Household,Online,H,7/31/15,831548583,9/13/15
Asia,Philippines,Beverages,Offline,C,6/25/17,949809968,7/11/17
Sub-Saharan Africa,Rwanda,Office Supplies,Online,M,12/22/11,349084842,1/10/12
Central America and the Caribbean,Saint Lucia,Household,Offline,H,8/25/11,390359532,10/14/11
Middle East and North Africa,Egypt,Baby Food,Offline,C,3/24/11,704932868,5/8/11
Australia and Oceania,Solomon Islands,Household,Offline,C,1/25/14,544416177,1/29/14
Asia,India,Baby Food,Online,C,3/29/13,130733287,4/14/13
Middle East and North Africa,Azerbaijan,Cereal,Online,L,6/15/10,206120526,7/17/10
Central America and the Caribbean,El Salvador,Cosmetics,Offline,M,4/4/12,683126723,5/15/12
Europe,Russia,Beverages,Online,H,2/17/11,194613206,4/4/11
Europe,Belarus,Personal Care,Online,C,12/20/11,143753802,1/27/12
Europe,Russia,Clothes,Online,C,3/2/13,654034841,3/23/13
Sub-Saharan Africa,Malawi,Office Supplies,Offline,H,5/24/10,119255149,7/3/10
Australia and Oceania,Papua New Guinea,Baby Food,Online,C,7/13/15,153526055,8/30/15
Asia,North Korea,Office Supplies,Online,M,1/6/15,641271388,2/16/15
Asia,Bhutan,Snacks,Offline,H,7/3/11,187227475,7/29/11
Middle East and North Africa,Libya,Baby Food,Offline,L,6/29/12,166443145,8/17/12
Sub-Saharan Africa,Swaziland,Cereal,Offline,H,5/31/11,674279725,6/19/11
Sub-Saharan Africa,Central African Republic,Personal Care,Offline,L,2/6/14,976411044,3/11/14
Middle East and North Africa,Bahrain,Meat,Offline,H,4/29/12,858823430,5/1/12
Middle East and North Africa,Lebanon,Cosmetics,Online,L,4/12/10,177815711,5/9/10
Central America and the Caribbean,Nicaragua,Office Supplies,Offline,C,3/18/13,209999215,4/3/13
Central America and the Caribbean,Saint Vincent and the Grenadines,Meat,Online,M,2/1/16,502297770,2/24/16
Europe,France,Baby Food,Offline,M,12/4/14,221947705,12/14/14
Middle East and North Africa,Libya,Cereal,Offline,M,8/10/10,406497848,9/10/10
Central America and the Caribbean,Guatemala,Cosmetics,Offline,C,8/24/12,813809525,10/12/12
Europe,Bosnia and Herzegovina,Fruits,Offline,L,9/8/12,372056567,9/26/12
Australia and Oceania,Palau,Personal Care,Offline,L,1/7/11,329725301,1/14/11
Central America and the Caribbean,Honduras,Beverages,Online,C,10/9/12,205614554,10/28/12
Middle East and North Africa,Oman,Personal Care,Offline,L,7/31/16,938835656,8/23/16
Asia,Maldives,Cereal,Offline,C,10/10/10,838812434,11/6/10
Europe,Macedonia,Office Supplies,Offline,C,1/16/15,535281217,3/7/15
Sub-Saharan Africa,Sao Tome and Principe,Baby Food,Offline,C,1/25/16,728290832,3/15/16
Sub-Saharan Africa,Sierra Leone,Beverages,Online,H,9/23/16,838202607,11/11/16
Europe,Greece,Cosmetics,Online,L,3/15/17,355690371,3/21/17
Asia,Tajikistan,Clothes,Online,M,2/21/11,191740453,4/8/11
Europe,Bosnia and Herzegovina,Meat,Offline,C,3/14/12,427651679,4/12/12
Australia and Oceania,Samoa ,Vegetables,Offline,C,5/20/12,765035378,6/20/12
Central America and the Caribbean,Cuba,Snacks,Online,H,2/13/16,975815379,2/26/16
Europe,San Marino,Clothes,Online,C,9/30/13,452228009,10/4/13
Europe,Italy,Household,Offline,M,8/13/15,456822097,8/29/15
Australia and Oceania,Fiji,Baby Food,Offline,L,5/29/10,972458970,6/27/10
Asia,Turkmenistan,Fruits,Offline,L,5/21/14,252312457,5/28/14
Sub-Saharan Africa,Swaziland,Household,Online,M,7/31/14,669868886,9/1/14
Europe,Spain,Household,Offline,L,6/14/10,168927085,7/3/10
Middle East and North Africa,Algeria,Fruits,Online,C,2/1/10,813598382,2/1/10
Europe,Macedonia,Household,Offline,C,4/18/11,238306605,6/3/11
Sub-Saharan Africa,Guinea,Snacks,Offline,M,12/6/12,197788083,1/12/13
Asia,Kyrgyzstan,Clothes,Online,C,2/23/11,717091643,4/10/11
Asia,Japan,Fruits,Online,C,9/20/10,541578614,9/24/10
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Online,C,9/15/13,286922824,10/22/13
Europe,United Kingdom,Fruits,Offline,M,8/31/15,189110600,9/28/15
Europe,Romania,Cereal,Offline,C,12/28/16,554440772,12/30/16
Asia,Bhutan,Fruits,Online,L,8/3/11,409524667,9/19/11
Sub-Saharan Africa,Niger,Cosmetics,Online,L,5/4/13,651286113,6/10/13
North America,United States of America,Vegetables,Offline,C,6/29/14,896961438,7/10/14
Asia,Thailand,Baby Food,Online,C,2/17/12,834099471,4/5/12
Europe,Norway,Office Supplies,Online,H,12/26/11,670561540,1/31/12
Sub-Saharan Africa,Guinea-Bissau,Clothes,Online,M,1/21/17,684521472,1/25/17
Middle East and North Africa,United Arab Emirates,Cosmetics,Online,M,4/12/16,774465596,5/28/16
Europe,Norway,Personal Care,Offline,C,12/30/10,909192740,2/8/11
Sub-Saharan Africa,Kenya,Baby Food,Offline,M,3/14/11,677814233,4/13/11
Asia,Maldives,Fruits,Online,H,7/30/16,639753901,9/17/16
Asia,Kyrgyzstan,Baby Food,Online,M,9/29/12,974748075,11/8/12
Sub-Saharan Africa,Nigeria,Cosmetics,Offline,L,11/19/12,132845580,12/26/12
Europe,Liechtenstein,Cosmetics,Online,M,2/5/16,684407746,3/13/16
Middle East and North Africa,Algeria,Clothes,Online,C,3/10/11,770108401,4/4/11
Europe,Germany,Cereal,Online,L,10/1/10,850933873,11/20/10
Sub-Saharan Africa,Central African Republic,Beverages,Online,M,1/29/17,558182990,3/16/17
Sub-Saharan Africa,Cote d'Ivoire,Fruits,Offline,M,10/26/10,943467080,11/9/10
Europe,Liechtenstein,Meat,Offline,M,4/29/15,428709971,6/11/15
Central America and the Caribbean,The Bahamas,Household,Offline,M,2/27/17,656147992,4/1/17
Europe,Montenegro,Baby Food,Offline,H,4/21/15,638329970,5/16/15
Middle East and North Africa,Azerbaijan,Vegetables,Offline,M,5/17/17,808117234,6/6/17
Middle East and North Africa,Saudi Arabia,Clothes,Offline,H,2/18/13,768683612,2/28/13
Asia,Malaysia,Beverages,Offline,M,2/11/16,643515431,4/1/16
Europe,Portugal,Clothes,Offline,H,5/31/14,626411521,7/1/14
Asia,Philippines,Clothes,Offline,H,5/4/12,531483209,5/15/12
Asia,South Korea,Clothes,Online,C,6/24/11,243154323,7/28/11
Europe,Belarus,Cereal,Offline,C,6/25/14,166161191,6/30/14
Middle East and North Africa,Iraq,Fruits,Online,H,9/14/13,775552642,10/8/13
Australia and Oceania,New Zealand,Household,Online,C,2/22/10,366690003,4/10/10
Europe,Albania,Household,Offline,C,3/21/17,905247104,4/12/17
Central America and the Caribbean,Saint Kitts and Nevis ,Vegetables,Offline,C,7/19/11,377210271,7/28/11
Australia and Oceania,Vanuatu,Beverages,Offline,H,6/18/12,438878333,6/27/12
Asia,Vietnam,Vegetables,Online,L,1/30/10,566862618,3/5/10
Europe,Austria,Clothes,Online,C,7/2/14,308086955,8/3/14
Europe,Ukraine,Beverages,Offline,L,3/5/14,629787671,3/24/14
Europe,Croatia,Clothes,Offline,H,7/22/17,769513595,9/7/17
Asia,South Korea,Beverages,Offline,M,6/10/11,485126054,7/10/11
Europe,Switzerland,Cosmetics,Offline,C,3/9/10,504798877,4/1/10
Europe,Cyprus,Baby Food,Online,L,1/31/14,277018392,3/15/14
North America,Mexico,Cereal,Offline,L,2/15/13,220583426,3/30/13
Asia,Sri Lanka,Household,Offline,M,7/5/13,374605309,8/18/13
Europe,France,Cosmetics,Online,H,2/21/11,848507869,2/22/11
Europe,Russia,Beverages,Online,H,7/26/10,472027432,9/1/10
Asia,Myanmar,Cereal,Online,H,8/10/13,845212829,8/16/13
Sub-Saharan Africa,Chad,Clothes,Online,H,8/1/15,488425385,9/3/15
Middle East and North Africa,Lebanon,Cereal,Offline,C,8/26/16,692338931,9/21/16
Europe,Greece,Snacks,Online,M,6/24/10,567939794,7/3/10
Europe,Germany,Cereal,Online,C,9/20/10,196526801,11/4/10
Middle East and North Africa,Tunisia ,Meat,Online,H,12/11/16,179711282,12/15/16
Europe,Slovakia,Beverages,Online,L,11/12/10,289417064,11/16/10
Europe,Luxembourg,Beverages,Offline,H,2/11/13,817880475,3/2/13
Sub-Saharan Africa,The Gambia,Cosmetics,Online,C,4/28/11,327650344,5/12/11
Middle East and North Africa,Afghanistan,Baby Food,Offline,M,11/21/16,601587998,12/8/16
Central America and the Caribbean,Grenada,Baby Food,Online,L,10/15/15,792867267,11/29/15
Asia,Cambodia,Office Supplies,Online,C,3/12/10,574974477,4/5/10
Sub-Saharan Africa,Cape Verde,Personal Care,Offline,M,9/16/14,591708457,10/11/14
Sub-Saharan Africa,Mauritania,Personal Care,Online,L,9/16/14,207180535,10/15/14
Australia and Oceania,Nauru,Personal Care,Online,C,7/26/15,655814540,7/29/15
Central America and the Caribbean,Dominica,Personal Care,Online,C,2/23/16,992346799,3/25/16
Central America and the Caribbean,Belize,Personal Care,Offline,C,8/5/12,341826140,9/9/12
Central America and the Caribbean,Saint Lucia,Office Supplies,Offline,M,4/5/17,149613893,5/21/17
Australia and Oceania,Nauru,Beverages,Online,L,1/22/17,131383883,3/2/17
North America,Canada,Household,Offline,C,2/14/15,523122441,4/4/15
Sub-Saharan Africa,Liberia,Office Supplies,Offline,C,11/4/11,731128394,12/24/11
Asia,Kazakhstan,Household,Offline,H,4/7/16,682013070,5/5/16
Asia,Bangladesh,Cereal,Offline,C,12/29/11,372700297,1/7/12
Middle East and North Africa,Tunisia ,Clothes,Online,L,12/23/13,320426404,1/26/14
Sub-Saharan Africa,Guinea,Fruits,Online,M,9/29/11,212740218,10/27/11
Europe,Monaco,Household,Online,H,1/5/11,257503068,2/6/11
Europe,Switzerland,Vegetables,Offline,M,10/17/14,732888782,11/9/14
Middle East and North Africa,Algeria,Cosmetics,Offline,H,1/4/12,637383687,2/19/12
Sub-Saharan Africa,Uganda,Vegetables,Online,H,8/3/11,839786612,8/31/11
Middle East and North Africa,Libya,Personal Care,Offline,L,12/9/15,929208886,12/24/15
Sub-Saharan Africa,Sudan,Baby Food,Online,H,3/7/17,565074336,4/14/17
Central America and the Caribbean,Saint Lucia,Cereal,Offline,M,1/29/16,827119290,3/10/16
Central America and the Caribbean,Guatemala,Snacks,Offline,M,8/30/10,165392577,9/7/10
Sub-Saharan Africa,Guinea,Household,Offline,H,3/9/15,250255525,4/14/15
Europe,United Kingdom,Cosmetics,Offline,L,11/16/10,122381961,11/25/10
Asia,Uzbekistan,Clothes,Online,M,4/29/10,242758214,5/26/10
Europe,Austria,Baby Food,Offline,H,11/1/15,242683112,11/26/15
North America,Greenland,Baby Food,Online,M,8/13/15,273767983,8/15/15
Sub-Saharan Africa,Niger,Cosmetics,Offline,M,4/23/10,557936656,6/11/10
Asia,India,Office Supplies,Online,M,10/6/16,937425458,10/19/16
Europe,Finland,Cereal,Offline,L,4/1/11,424783217,5/8/11
Sub-Saharan Africa,Zambia,Beverages,Online,C,7/10/16,352871263,8/1/16
Middle East and North Africa,Saudi Arabia,Cereal,Offline,C,10/10/14,324863421,10/20/14
Sub-Saharan Africa,Djibouti,Fruits,Offline,M,12/18/11,464246022,12/24/11
Middle East and North Africa,Israel,Fruits,Online,M,5/3/11,964817893,5/4/11
Europe,Austria,Household,Online,L,3/12/17,740690362,3/14/17
Asia,Tajikistan,Fruits,Offline,C,12/27/15,576287257,12/31/15
Central America and the Caribbean,Saint Lucia,Office Supplies,Offline,M,5/11/10,876344907,5/25/10
Middle East and North Africa,Oman,Clothes,Offline,L,5/22/15,315912139,6/18/15
Asia,Nepal,Office Supplies,Offline,H,12/3/16,790350282,12/5/16
Sub-Saharan Africa,Uganda,Beverages,Offline,M,3/27/13,665333163,5/5/13
Middle East and North Africa,Iraq,Fruits,Offline,H,3/29/11,626847112,5/13/11
Sub-Saharan Africa,Sao Tome and Principe,Clothes,Online,L,2/15/15,531190955,3/8/15
Sub-Saharan Africa,Republic of the Congo,Office Supplies,Offline,C,12/30/14,754976022,1/28/15
Australia and Oceania,Tonga,Cosmetics,Offline,L,5/22/13,845126140,6/10/13
Sub-Saharan Africa,Ethiopia,Beverages,Offline,C,11/25/13,868877637,12/1/13
Europe,Slovakia,Personal Care,Offline,M,5/28/17,963779342,7/8/17
Central America and the Caribbean,Costa Rica,Clothes,Online,H,9/14/10,887692582,10/24/10
Sub-Saharan Africa,Guinea-Bissau,Vegetables,Online,M,9/24/15,468791186,9/29/15
Sub-Saharan Africa,Ethiopia,Household,Offline,C,1/19/10,955561482,1/24/10
North America,Canada,Vegetables,Offline,L,12/14/13,966802299,1/29/14
Asia,Laos,Snacks,Online,H,11/29/10,541624963,1/11/11
Sub-Saharan Africa,Burkina Faso,Personal Care,Offline,C,12/25/11,689453303,12/29/11
Central America and the Caribbean,Dominica,Personal Care,Online,C,2/19/14,240023648,2/20/14
Europe,Latvia,Vegetables,Offline,L,8/16/11,793384826,9/27/11
Central America and the Caribbean,Grenada,Snacks,Online,L,11/27/14,869898164,1/12/15
Asia,Singapore,Cereal,Offline,H,7/29/16,860237491,8/23/16
Sub-Saharan Africa,Botswana,Cereal,Online,C,4/17/10,775389134,4/18/10
Europe,San Marino,Clothes,Offline,M,4/13/17,696651923,5/21/17
Central America and the Caribbean,Dominican Republic,Snacks,Offline,L,5/28/14,325637185,6/4/14
Europe,Norway,Cosmetics,Online,H,8/28/13,334268748,9/21/13
Europe,Lithuania,Fruits,Offline,H,12/16/12,114782941,12/29/12
Middle East and North Africa,Kuwait,Snacks,Online,C,1/28/15,929728591,3/10/15
Europe,Moldova ,Cosmetics,Online,L,4/10/16,961967027,5/14/16
Asia,Turkmenistan,Baby Food,Offline,C,2/2/10,264672076,2/10/10
Middle East and North Africa,Libya,Vegetables,Online,M,11/7/13,311330068,12/22/13
Australia and Oceania,Marshall Islands,Household,Online,H,11/13/11,845739829,11/22/11
North America,Greenland,Cereal,Offline,C,3/24/12,332012689,4/28/12
Central America and the Caribbean,Antigua and Barbuda ,Clothes,Offline,L,9/26/12,904572474,11/3/12
Europe,Romania,Personal Care,Online,C,4/5/12,718155515,4/8/12
Asia,Uzbekistan,Household,Online,M,7/7/14,697810637,7/8/14
Europe,Bosnia and Herzegovina,Clothes,Offline,H,9/14/16,488899171,9/30/16
Asia,Tajikistan,Clothes,Offline,C,4/26/13,707094943,5/15/13
Central America and the Caribbean,Grenada,Cosmetics,Offline,L,1/19/15,688384282,3/8/15
Middle East and North Africa,Iran,Beverages,Online,M,9/27/14,739066016,10/21/14
Middle East and North Africa,Algeria,Vegetables,Offline,C,11/4/13,785751473,12/11/13
Middle East and North Africa,Saudi Arabia,Cereal,Offline,M,2/12/11,825364482,2/23/11
Asia,Brunei,Office Supplies,Online,L,12/9/13,475141370,1/13/14
Europe,Russia,Clothes,Online,H,10/30/11,322630965,12/5/11
Europe,Serbia,Cosmetics,Offline,L,7/7/10,575694596,7/12/10
Europe,Bulgaria,Cereal,Online,M,12/31/12,612506091,1/20/13
Asia,Sri Lanka,Office Supplies,Online,C,10/15/15,331551778,11/7/15
Europe,Malta,Fruits,Offline,C,8/25/12,601630485,10/9/12
Sub-Saharan Africa,Cape Verde,Office Supplies,Online,H,7/29/13,111853539,8/26/13
Sub-Saharan Africa,Eritrea,Beverages,Online,L,9/8/10,321644771,9/12/10
Europe,Belarus,Office Supplies,Offline,L,4/23/12,510740506,5/13/12
Europe,Netherlands,Household,Online,L,6/27/16,929189574,7/4/16
Middle East and North Africa,Lebanon,Fruits,Offline,M,9/29/14,547353303,10/12/14
Australia and Oceania,Nauru,Snacks,Offline,L,1/13/11,205905520,2/4/11
Australia and Oceania,Samoa ,Household,Offline,L,5/17/10,365832555,6/19/10
Australia and Oceania,Kiribati,Vegetables,Offline,M,1/23/15,658433234,2/24/15
Europe,Lithuania,Baby Food,Offline,L,4/24/13,335318887,5/13/13
Europe,Denmark,Baby Food,Online,C,5/3/13,518413341,6/3/13
Central America and the Caribbean,The Bahamas,Vegetables,Online,C,11/4/16,149952924,11/25/16
Europe,Bulgaria,Vegetables,Online,H,3/28/15,942486464,4/24/15
Sub-Saharan Africa,Democratic Republic of the Congo,Clothes,Offline,L,2/22/16,628875291,2/24/16
Europe,Belgium,Household,Offline,C,11/19/16,612293231,12/28/16
Europe,Norway,Clothes,Online,L,11/10/15,116226613,12/21/15
Australia and Oceania,Papua New Guinea,Beverages,Online,C,4/20/16,234474265,6/9/16
North America,Mexico,Clothes,Offline,L,12/14/14,781147515,1/6/15
Middle East and North Africa,Tunisia ,Baby Food,Online,H,5/24/13,740670192,5/27/13
Asia,South Korea,Baby Food,Offline,C,4/14/14,517778623,4/14/14
Europe,Cyprus,Office Supplies,Offline,L,7/18/17,587521636,7/26/17
Europe,Austria,Vegetables,Online,M,8/8/16,145260560,9/14/16
Central America and the Caribbean,Grenada,Vegetables,Offline,M,4/20/17,256669223,5/23/17
Sub-Saharan Africa,Lesotho,Office Supplies,Online,L,5/30/11,707733952,6/6/11
Sub-Saharan Africa,Guinea,Beverages,Offline,L,9/7/10,454753577,9/17/10
Europe,Georgia,Household,Offline,M,10/23/12,774339425,10/25/12
Sub-Saharan Africa,Ethiopia,Snacks,Online,L,10/1/12,313415324,11/5/12
Asia,Kazakhstan,Cosmetics,Online,L,2/5/14,939217603,2/26/14
Sub-Saharan Africa,Democratic Republic of the Congo,Household,Offline,C,2/26/10,989295089,3/11/10
Middle East and North Africa,Algeria,Snacks,Offline,M,6/11/10,221509110,7/8/10
Asia,Singapore,Household,Online,M,3/5/14,264033496,3/21/14
Middle East and North Africa,Saudi Arabia,Office Supplies,Online,M,1/24/14,565354573,3/13/14
Central America and the Caribbean,Cuba,Snacks,Online,H,4/2/15,644271171,4/28/15
Asia,Myanmar,Fruits,Offline,M,5/11/16,539894616,5/30/16
Asia,Maldives,Cereal,Online,H,4/18/13,361648738,5/24/13
Sub-Saharan Africa,Ghana,Meat,Offline,L,8/9/10,739269864,9/23/10
Sub-Saharan Africa,The Gambia,Snacks,Online,M,2/10/10,572806823,2/14/10
Central America and the Caribbean,Barbados,Baby Food,Offline,M,9/14/14,182620942,10/21/14
Asia,Laos,Vegetables,Offline,C,12/21/16,859386050,12/22/16
Asia,Japan,Meat,Offline,L,7/30/10,814088475,8/21/10
Sub-Saharan Africa,Angola,Household,Online,H,9/30/16,128027045,10/8/16
Australia and Oceania,Tuvalu,Office Supplies,Online,L,5/4/12,302813088,6/11/12
Europe,Serbia,Personal Care,Offline,H,12/3/16,210370433,12/24/16
Europe,Russia,Clothes,Online,H,4/10/13,142935407,5/15/13
Sub-Saharan Africa,Cape Verde,Household,Offline,H,9/24/11,463056838,11/9/11
Sub-Saharan Africa,Guinea-Bissau,Personal Care,Online,C,2/17/16,253596055,3/17/16
Sub-Saharan Africa,Cote d'Ivoire,Cereal,Online,L,6/9/12,467726886,6/10/12
Europe,Poland,Office Supplies,Online,M,5/30/10,778935658,7/13/10
Middle East and North Africa,United Arab Emirates,Baby Food,Offline,M,1/25/17,931021201,2/16/17
Europe,Cyprus,Clothes,Offline,M,3/22/10,288094842,4/9/10
Middle East and North Africa,Morocco,Cereal,Offline,M,5/20/10,984580409,5/21/10
