Region,Country,Item Type,Sales Channel,Order Priority,Order Date
Asia,South Korea,Snacks,Online,L,6/5/11
Sub-Saharan Africa,Swaziland,Household,Online,L,4/16/12
Australia and Oceania,Fiji,Cosmetics,Offline,H,11/10/10
Sub-Saharan Africa,Cape Verde,Fruits,Online,H,1/6/10
Asia,North Korea,Cereal,Offline,L,7/1/17
Sub-Saharan Africa,Madagascar,Household,Online,M,10/27/11
Asia,Myanmar,Clothes,Online,C,3/19/14
Australia and Oceania,Vanuatu,Fruits,Online,L,9/3/16
Australia and Oceania,Papua New Guinea,Beverages,Online,H,1/22/16
Europe,Georgia,Fruits,Online,M,4/15/10
Sub-Saharan Africa,South Africa,Baby Food,Offline,M,4/9/17
Middle East and North Africa,Azerbaijan,Personal Care,Offline,C,7/22/10
Middle East and North Africa,Pakistan,Office Supplies,Offline,M,12/21/13
Australia and Oceania,Papua New Guinea,Snacks,Online,L,7/21/14
Sub-Saharan Africa,Cape Verde,Cosmetics,Offline,C,10/3/11
Central America and the Caribbean,Dominica,Office Supplies,Online,L,9/1/13
Middle East and North Africa,Morocco,Beverages,Offline,L,7/11/10
Asia,North Korea,Meat,Offline,H,5/2/16
Australia and Oceania,New Zealand,Vegetables,Offline,H,2/4/12
Sub-Saharan Africa,Burkina Faso,Baby Food,Offline,H,2/27/10
Europe,France,Personal Care,Offline,L,8/1/12
Asia,Bhutan,Personal Care,Online,L,12/4/14
Asia,Laos,Snacks,Offline,H,1/4/10
Sub-Saharan Africa,Rwanda,Personal Care,Offline,M,6/16/14
Asia,Indonesia,Household,Online,L,11/11/11
Middle East and North Africa,Somalia,Fruits,Online,L,3/8/17
Europe,Moldova ,Clothes,Online,H,5/14/12
Europe,Slovakia,Office Supplies,Offline,M,9/17/10
Sub-Saharan Africa,Burkina Faso,Office Supplies,Offline,M,3/24/15
Middle East and North Africa,Algeria,Household,Offline,L,10/31/14
Europe,Poland,Meat,Online,H,11/18/10
Asia,China,Personal Care,Online,H,5/11/13
Sub-Saharan Africa,Cameroon,Beverages,Offline,H,5/22/14
Middle East and North Africa,Azerbaijan,Cosmetics,Offline,H,9/23/14
North America,United States of America,Cosmetics,Online,C,5/30/12
Sub-Saharan Africa,Sao Tome and Principe,Office Supplies,Offline,L,2/11/14
Europe,Portugal,Meat,Online,C,3/20/16
Sub-Saharan Africa,Angola,Beverages,Online,C,3/1/16
Asia,Sri Lanka,Baby Food,Online,L,4/2/16
Europe,Ireland,Cereal,Offline,H,4/8/12
Europe,Macedonia,Office Supplies,Online,M,6/5/12
Asia,Kyrgyzstan,Cereal,Offline,H,11/10/10
Central America and the Caribbean,Antigua and Barbuda ,Fruits,Offline,M,2/13/14
Asia,Brunei,Snacks,Offline,L,9/7/14
Australia and Oceania,Nauru,Clothes,Offline,H,6/15/17
Sub-Saharan Africa,Guinea-Bissau,Beverages,Online,C,3/31/13
Europe,Armenia,Cereal,Online,M,11/16/12
Middle East and North Africa,Azerbaijan,Snacks,Online,C,1/29/13
Europe,Russia,Snacks,Online,C,6/11/15
Middle East and North Africa,Lebanon,Household,Offline,C,1/16/15
Sub-Saharan Africa,Chad,Clothes,Online,M,10/24/11
Middle East and North Africa,Oman,Vegetables,Offline,M,4/26/14
Europe,Kosovo,Beverages,Online,C,4/3/13
Sub-Saharan Africa,Gabon,Meat,Online,M,7/17/15
Middle East and North Africa,Oman,Office Supplies,Offline,M,3/20/10
Central America and the Caribbean,Guatemala,Personal Care,Offline,L,2/10/10
Asia,Sri Lanka,Cereal,Offline,C,3/8/10
Sub-Saharan Africa,Namibia,Household,Offline,M,1/11/14
Middle East and North Africa,Syria,Office Supplies,Offline,L,12/15/14
Sub-Saharan Africa,Cote d'Ivoire,Clothes,Offline,C,11/25/14
Asia,Japan,Household,Offline,H,2/1/13
Sub-Saharan Africa,Nigeria,Office Supplies,Offline,C,5/15/17
Middle East and North Africa,Iran,Snacks,Offline,C,3/3/10
Australia and Oceania,Solomon Islands,Cereal,Offline,H,10/30/12
Central America and the Caribbean,Cuba,Clothes,Offline,M,9/7/13
Middle East and North Africa,Jordan,Beverages,Offline,H,4/13/17
Europe,Malta,Baby Food,Online,M,4/18/10
Sub-Saharan Africa,Kenya,Snacks,Offline,L,10/5/10
Asia,Uzbekistan,Clothes,Online,C,4/9/11
Europe,Austria,Office Supplies,Offline,C,1/20/13
Europe,Latvia,Baby Food,Online,M,8/16/14
Europe,Vatican City,Cosmetics,Online,H,7/22/15
Asia,Thailand,Household,Online,L,9/12/12
North America,Greenland,Cosmetics,Offline,H,7/20/11
Europe,Spain,Fruits,Online,M,11/15/14
Central America and the Caribbean,Nicaragua,Vegetables,Online,C,5/12/11
Australia and Oceania,Marshall Islands,Beverages,Online,C,4/8/17
Europe,France,Vegetables,Offline,H,1/22/12
Asia,Uzbekistan,Snacks,Offline,L,5/1/10
Europe,Slovenia,Meat,Online,L,8/10/12
Asia,Bangladesh,Personal Care,Online,H,9/9/16
Asia,Tajikistan,Cereal,Online,C,11/14/13
Sub-Saharan Africa,Republic of the Congo,Beverages,Offline,M,6/8/15
Europe,Vatican City,Beverages,Offline,C,1/8/11
Sub-Saharan Africa,Central African Republic,Baby Food,Online,C,4/5/10
Middle East and North Africa,Yemen,Clothes,Offline,M,4/10/16
Central America and the Caribbean,Saint Kitts and Nevis ,Snacks,Offline,M,4/30/14
Asia,Uzbekistan,Snacks,Offline,H,6/15/13
Europe,Poland,Fruits,Offline,C,5/28/12
Middle East and North Africa,Jordan,Office Supplies,Offline,L,12/28/10
Europe,Cyprus,Snacks,Online,C,11/15/13
Sub-Saharan Africa,Cote d'Ivoire,Office Supplies,Offline,L,8/20/11
Sub-Saharan Africa,Benin,Household,Online,M,11/8/14
Europe,Belarus,Meat,Online,L,6/15/12
Middle East and North Africa,Bahrain,Baby Food,Offline,L,5/12/13
Sub-Saharan Africa,Central African Republic,Beverages,Online,L,6/1/12
Sub-Saharan Africa,Equatorial Guinea,Office Supplies,Online,M,11/19/16
Australia and Oceania,Tuvalu,Baby Food,Online,M,5/19/12
Central America and the Caribbean,Belize,Personal Care,Offline,C,1/31/12
Europe,Romania,Personal Care,Online,C,2/4/15
Asia,Mongolia,Clothes,Offline,C,3/23/10
Sub-Saharan Africa,Burundi,Vegetables,Offline,H,1/22/10
Australia and Oceania,Federated States of Micronesia,Snacks,Online,L,11/25/16
Europe,Montenegro,Personal Care,Online,M,5/22/11
Asia,Philippines,Snacks,Online,L,11/16/16
Sub-Saharan Africa,Kenya,Personal Care,Online,L,5/10/12
Sub-Saharan Africa,Comoros,Cereal,Online,H,12/16/11
Asia,Brunei,Cosmetics,Offline,M,9/22/15
Middle East and North Africa,Lebanon,Beverages,Offline,H,5/31/13
Sub-Saharan Africa,Burundi,Baby Food,Offline,C,12/27/10
Middle East and North Africa,Turkey,Vegetables,Online,C,9/10/11
Central America and the Caribbean,El Salvador,Meat,Online,C,4/3/12
Sub-Saharan Africa,Liberia,Cosmetics,Online,H,4/9/14
Sub-Saharan Africa,Malawi,Snacks,Online,M,10/24/12
Australia and Oceania,Tuvalu,Beverages,Online,M,5/22/15
Central America and the Caribbean,Grenada,Snacks,Online,L,6/1/15
Europe,Andorra,Beverages,Online,L,3/2/11
North America,Mexico,Fruits,Online,L,2/16/17
Europe,Czech Republic,Cereal,Offline,M,10/8/14
Europe,Moldova ,Office Supplies,Online,C,12/2/16
Asia,Kyrgyzstan,Fruits,Online,C,12/18/10
Europe,Bulgaria,Meat,Online,H,8/24/15
Sub-Saharan Africa,Angola,Baby Food,Online,C,9/11/16
Europe,Slovakia,Office Supplies,Offline,C,1/22/16
Central America and the Caribbean,Antigua and Barbuda ,Meat,Offline,C,12/13/12
Europe,Ukraine,Snacks,Online,M,3/26/15
Europe,Luxembourg,Beverages,Offline,H,11/20/12
Middle East and North Africa,Israel,Cereal,Offline,M,2/15/12
Middle East and North Africa,Bahrain,Snacks,Online,M,6/2/16
Central America and the Caribbean,The Bahamas,Office Supplies,Online,C,3/4/15
Australia and Oceania,Solomon Islands,Baby Food,Online,M,3/16/10
Australia and Oceania,East Timor,Household,Online,M,12/23/11
Europe,Austria,Meat,Offline,L,1/31/13
Sub-Saharan Africa,Rwanda,Meat,Online,L,10/5/14
Sub-Saharan Africa,Guinea,Meat,Online,H,7/5/15
Asia,Taiwan,Fruits,Offline,C,11/28/14
Europe,Finland,Household,Online,L,5/21/17
Sub-Saharan Africa,Lesotho,Fruits,Online,H,4/14/13
Middle East and North Africa,Israel,Household,Offline,L,12/12/12
Middle East and North Africa,Azerbaijan,Fruits,Offline,H,8/20/12
Sub-Saharan Africa,Cote d'Ivoire,Personal Care,Offline,M,6/18/13
Sub-Saharan Africa,Lesotho,Baby Food,Offline,H,1/13/10
Central America and the Caribbean,Saint Kitts and Nevis ,Household,Offline,C,12/14/16
Europe,Romania,Clothes,Online,H,1/9/12
Sub-Saharan Africa,Sao Tome and Principe,Meat,Offline,C,10/4/15
Middle East and North Africa,Tunisia ,Snacks,Online,H,11/17/11
North America,Canada,Clothes,Offline,C,9/4/11
Europe,Montenegro,Baby Food,Online,C,5/10/12
Asia,Taiwan,Personal Care,Offline,M,12/24/15
Central America and the Caribbean,Dominica,Baby Food,Offline,M,7/12/10
Europe,Andorra,Cereal,Offline,C,7/18/11
Europe,Slovenia,Fruits,Offline,H,12/5/12
Australia and Oceania,Kiribati,Cereal,Online,L,6/4/13
Middle East and North Africa,Lebanon,Snacks,Online,C,11/5/12
Europe,Albania,Baby Food,Offline,C,11/8/15
Asia,China,Household,Offline,M,1/11/13
Sub-Saharan Africa,Comoros,Cosmetics,Offline,C,12/15/14
Europe,Spain,Office Supplies,Offline,L,7/21/10
Australia and Oceania,Fiji,Personal Care,Offline,L,4/26/16
Europe,Montenegro,Meat,Offline,M,12/13/11
Sub-Saharan Africa,Sao Tome and Principe,Cereal,Online,H,4/13/12
Sub-Saharan Africa,Swaziland,Cereal,Online,C,7/4/10
Central America and the Caribbean,Trinidad and Tobago,Cosmetics,Offline,M,3/24/12
Middle East and North Africa,Afghanistan,Baby Food,Online,H,7/20/16
Sub-Saharan Africa,Ghana,Cereal,Online,H,4/11/12
Sub-Saharan Africa,Guinea-Bissau,Beverages,Online,M,1/2/12
Sub-Saharan Africa,Sao Tome and Principe,Beverages,Online,H,6/13/10
Central America and the Caribbean,The Bahamas,Fruits,Offline,C,12/23/10
Sub-Saharan Africa,Rwanda,Office Supplies,Online,M,3/24/14
Central America and the Caribbean,The Bahamas,Fruits,Online,H,5/1/14
Australia and Oceania,East Timor,Cereal,Online,C,4/8/10
Asia,Malaysia,Household,Online,M,3/28/17
Europe,Ukraine,Cosmetics,Offline,M,6/2/17
Central America and the Caribbean,Trinidad and Tobago,Fruits,Online,M,10/10/16
Europe,Austria,Clothes,Online,L,12/23/10
Asia,Philippines,Vegetables,Offline,C,11/27/11
Middle East and North Africa,Egypt,Household,Offline,L,7/28/13
Europe,Romania,Cosmetics,Online,H,1/22/11
Europe,Finland,Vegetables,Online,L,11/13/11
Asia,Kazakhstan,Meat,Online,M,12/26/16
Middle East and North Africa,Pakistan,Cereal,Offline,C,2/15/17
Europe,Latvia,Cosmetics,Online,M,8/14/11
Europe,Slovenia,Beverages,Offline,M,3/22/12
Europe,Croatia,Office Supplies,Online,C,8/17/16
Asia,Maldives,Household,Offline,M,3/20/12
Sub-Saharan Africa,Senegal,Meat,Offline,H,3/1/10
Middle East and North Africa,Afghanistan,Clothes,Offline,L,5/5/11
Europe,Cyprus,Fruits,Online,H,2/12/10
Asia,Uzbekistan,Personal Care,Offline,C,4/15/13
Middle East and North Africa,Tunisia ,Vegetables,Offline,M,7/25/13
Sub-Saharan Africa,Republic of the Congo,Cosmetics,Offline,C,1/30/16
Europe,Poland,Fruits,Online,L,11/22/11
Sub-Saharan Africa,Mali,Cosmetics,Offline,L,1/20/12
Australia and Oceania,Tonga,Baby Food,Online,H,7/14/13
Central America and the Caribbean,El Salvador,Cosmetics,Online,M,8/2/10
Asia,Uzbekistan,Personal Care,Online,M,9/1/13
Europe,Spain,Meat,Offline,L,5/18/15
Europe,Romania,Household,Offline,L,12/8/16
Middle East and North Africa,Lebanon,Cosmetics,Online,H,11/12/16
Sub-Saharan Africa,Guinea,Personal Care,Online,H,9/26/14
Central America and the Caribbean,Honduras,Beverages,Online,C,12/21/14
Asia,Philippines,Meat,Online,L,6/30/15
Australia and Oceania,Kiribati,Fruits,Online,H,6/30/11
Sub-Saharan Africa,Gabon,Office Supplies,Online,C,5/21/14
Central America and the Caribbean,Belize,Meat,Online,M,2/18/10
Europe,Austria,Snacks,Online,H,1/23/16
Middle East and North Africa,Lebanon,Household,Offline,M,6/24/16
Europe,Sweden,Fruits,Offline,C,11/28/11
Sub-Saharan Africa,The Gambia,Personal Care,Online,H,4/18/15
Europe,Netherlands,Clothes,Online,L,5/11/10
Europe,Luxembourg,Clothes,Offline,C,12/18/15
Europe,Macedonia,Vegetables,Offline,H,3/2/14
Central America and the Caribbean,El Salvador,Vegetables,Online,H,8/8/14
Australia and Oceania,Samoa ,Meat,Online,L,10/28/12
Australia and Oceania,Samoa ,Personal Care,Offline,C,10/22/16
Sub-Saharan Africa,Zambia,Snacks,Offline,L,11/15/12
Europe,San Marino,Cereal,Online,L,12/1/14
Europe,Andorra,Office Supplies,Offline,L,3/4/15
Europe,Austria,Office Supplies,Online,H,9/25/10
Europe,Ireland,Cereal,Online,M,11/24/14
Sub-Saharan Africa,Mozambique,Snacks,Online,L,7/12/15
Sub-Saharan Africa,Guinea,Personal Care,Online,H,9/10/16
Sub-Saharan Africa,Ghana,Office Supplies,Online,C,3/4/12
Middle East and North Africa,Somalia,Fruits,Online,M,12/15/11
Asia,India,Baby Food,Online,C,9/23/15
Sub-Saharan Africa,Rwanda,Fruits,Offline,L,9/5/16
Sub-Saharan Africa,Malawi,Baby Food,Offline,H,11/5/12
Sub-Saharan Africa,Tanzania,Personal Care,Online,C,11/27/10
Europe,Sweden,Household,Offline,C,10/21/14
Australia and Oceania,Australia,Clothes,Offline,C,6/2/14
Sub-Saharan Africa,Mauritania,Cosmetics,Offline,C,1/17/12
Sub-Saharan Africa,Eritrea,Cosmetics,Online,L,1/15/11
Central America and the Caribbean,Trinidad and Tobago,Cosmetics,Online,H,1/19/12
Europe,Liechtenstein,Cereal,Offline,H,10/10/16
Middle East and North Africa,Libya,Fruits,Offline,H,8/16/16
Middle East and North Africa,Lebanon,Office Supplies,Online,L,8/27/11
Sub-Saharan Africa,Tanzania,Household,Online,C,4/29/14
Sub-Saharan Africa,Cameroon,Household,Offline,M,6/19/15
Europe,Italy,Office Supplies,Online,L,9/27/10
Sub-Saharan Africa,Benin,Office Supplies,Online,M,1/11/12
Central America and the Caribbean,Haiti,Vegetables,Offline,M,5/8/13
Middle East and North Africa,Jordan,Household,Online,M,5/8/17
Sub-Saharan Africa,Gabon,Beverages,Online,H,5/22/16
Central America and the Caribbean,Antigua and Barbuda ,Office Supplies,Online,M,6/18/11
Middle East and North Africa,Saudi Arabia,Office Supplies,Offline,M,12/26/15
Europe,Croatia,Fruits,Online,M,2/24/14
Sub-Saharan Africa,Democratic Republic of the Congo,Baby Food,Offline,C,2/24/10
Middle East and North Africa,Yemen,Personal Care,Online,C,10/23/16
Middle East and North Africa,Algeria,Fruits,Online,C,12/12/13
Europe,Romania,Household,Offline,M,9/22/12
Sub-Saharan Africa,Cape Verde,Clothes,Offline,L,1/11/14
Middle East and North Africa,Libya,Fruits,Offline,C,3/22/12
Sub-Saharan Africa,Guinea-Bissau,Beverages,Offline,H,2/6/14
Asia,North Korea,Cereal,Online,M,5/15/12
Asia,Maldives,Personal Care,Online,C,3/4/12
Sub-Saharan Africa,Liberia,Personal Care,Online,M,2/19/12
Europe,Ukraine,Personal Care,Online,H,9/25/15
Europe,San Marino,Snacks,Offline,L,5/15/12
Europe,Albania,Personal Care,Online,L,6/11/11
Europe,Luxembourg,Clothes,Offline,L,11/1/15
Sub-Saharan Africa,Guinea-Bissau,Household,Online,C,7/26/10
Middle East and North Africa,Afghanistan,Cereal,Offline,C,1/7/12
Sub-Saharan Africa,Cape Verde,Baby Food,Offline,M,2/15/11
Europe,Serbia,Cereal,Offline,M,1/14/15
Australia and Oceania,New Zealand,Fruits,Online,M,1/12/13
Europe,Russia,Baby Food,Offline,H,8/8/10
Sub-Saharan Africa,Ethiopia,Baby Food,Offline,C,7/8/10
Europe,Luxembourg,Household,Online,C,8/10/16
Europe,San Marino,Personal Care,Online,M,11/6/14
Sub-Saharan Africa,Senegal,Snacks,Online,L,12/26/14
Sub-Saharan Africa,Niger,Beverages,Online,H,6/23/16
Central America and the Caribbean,Grenada,Snacks,Offline,C,4/8/12
Sub-Saharan Africa,Djibouti,Snacks,Offline,M,4/23/15
Sub-Saharan Africa,Central African Republic,Snacks,Offline,M,11/20/16
Europe,Germany,Beverages,Offline,H,2/23/13
Europe,Poland,Clothes,Online,C,6/12/16
Asia,Uzbekistan,Vegetables,Online,M,9/12/13
Europe,Macedonia,Fruits,Online,M,8/6/15
Sub-Saharan Africa,Equatorial Guinea,Cosmetics,Offline,C,12/21/14
Europe,Kosovo,Household,Online,M,4/17/13
Asia,Myanmar,Cosmetics,Offline,H,11/17/16
Europe,Macedonia,Cosmetics,Online,L,5/26/10
Europe,Greece,Baby Food,Offline,C,8/29/13
Sub-Saharan Africa,Malawi,Household,Offline,L,3/28/17
Australia and Oceania,Vanuatu,Household,Offline,L,7/29/16
Asia,Philippines,Beverages,Online,H,9/27/15
Central America and the Caribbean,Trinidad and Tobago,Meat,Online,M,1/29/16
Asia,Singapore,Cosmetics,Online,C,6/7/12
Middle East and North Africa,Yemen,Cereal,Online,H,1/27/12
Sub-Saharan Africa,Sierra Leone,Household,Online,C,10/2/15
Asia,Brunei,Beverages,Offline,H,12/9/13
Sub-Saharan Africa,Cape Verde,Vegetables,Online,C,4/22/13
Europe,Bulgaria,Office Supplies,Online,C,3/26/10
Asia,Uzbekistan,Household,Offline,C,4/23/17
Sub-Saharan Africa,Nigeria,Personal Care,Online,C,2/10/14
Australia and Oceania,Tuvalu,Fruits,Offline,L,7/31/11
North America,Canada,Cereal,Online,M,5/7/10
Europe,Bosnia and Herzegovina,Cosmetics,Online,M,2/14/12
North America,United States of America,Personal Care,Online,M,11/19/15
Europe,Italy,Vegetables,Online,M,2/10/14
Europe,Denmark,Vegetables,Online,C,9/15/11
Sub-Saharan Africa,Lesotho,Vegetables,Offline,M,8/17/14
North America,Mexico,Fruits,Offline,H,12/21/10
Europe,Belgium,Personal Care,Offline,H,8/16/12
Asia,Tajikistan,Cosmetics,Online,M,8/6/13
Australia and Oceania,Solomon Islands,Vegetables,Online,C,7/17/16
Middle East and North Africa,Qatar,Household,Online,C,10/24/13
Asia,Thailand,Office Supplies,Online,L,12/24/13
Europe,Bosnia and Herzegovina,Baby Food,Offline,H,4/26/15
Europe,Belarus,Meat,Online,L,2/27/17
Asia,Brunei,Cosmetics,Online,C,2/15/16
Europe,Andorra,Baby Food,Online,H,6/19/17
Europe,Austria,Baby Food,Offline,C,2/24/16
Asia,Uzbekistan,Baby Food,Offline,H,10/7/15
Europe,Bosnia and Herzegovina,Beverages,Online,C,3/11/17
Middle East and North Africa,Bahrain,Office Supplies,Online,C,10/20/14
Europe,Serbia,Vegetables,Online,C,5/21/15
Sub-Saharan Africa,Zambia,Baby Food,Offline,C,8/26/11
Europe,Spain,Cosmetics,Offline,H,4/23/16
Middle East and North Africa,Israel,Cereal,Offline,L,11/6/12
Europe,Austria,Fruits,Online,H,4/25/12
Asia,India,Snacks,Offline,M,9/6/11
Asia,Cambodia,Cereal,Offline,M,10/8/12
Sub-Saharan Africa,Ethiopia,Cosmetics,Offline,M,11/24/10
Asia,Sri Lanka,Baby Food,Online,M,10/20/13
Sub-Saharan Africa,Swaziland,Household,Offline,M,2/22/15
Middle East and North Africa,Turkey,Baby Food,Online,H,6/6/13
Middle East and North Africa,United Arab Emirates,Clothes,Online,H,10/24/15
Europe,Greece,Snacks,Offline,H,7/26/11
Sub-Saharan Africa,Uganda,Household,Offline,H,10/4/13
Central America and the Caribbean,Honduras,Baby Food,Offline,C,1/4/10
Asia,Turkmenistan,Cosmetics,Offline,H,9/25/11
Europe,Norway,Snacks,Online,H,6/19/12
Europe,Serbia,Cereal,Offline,M,5/21/14
Europe,United Kingdom,Vegetables,Offline,H,12/12/16
Sub-Saharan Africa,The Gambia,Household,Online,M,2/6/13
Sub-Saharan Africa,Guinea,Vegetables,Online,H,10/17/15
Asia,Cambodia,Cosmetics,Offline,L,4/25/16
Europe,Hungary,Fruits,Offline,L,10/23/10
Central America and the Caribbean,The Bahamas,Office Supplies,Online,C,8/19/11
Sub-Saharan Africa,Equatorial Guinea,Meat,Offline,C,4/7/13
Australia and Oceania,Fiji,Cereal,Online,M,4/8/11
Central America and the Caribbean,The Bahamas,Baby Food,Online,M,8/10/13
Australia and Oceania,Fiji,Personal Care,Online,M,3/9/14
Sub-Saharan Africa,Gabon,Personal Care,Offline,L,9/30/11
Central America and the Caribbean,Honduras,Cereal,Offline,C,9/3/13
Europe,Sweden,Clothes,Online,L,1/21/17
Europe,Austria,Meat,Online,M,6/25/12
Middle East and North Africa,Qatar,Clothes,Offline,H,7/10/10
Europe,Slovakia,Office Supplies,Online,H,4/3/15
Central America and the Caribbean,Haiti,Household,Offline,M,11/17/12
Asia,India,Vegetables,Online,L,5/20/13
Central America and the Caribbean,Belize,Vegetables,Online,C,6/17/16
Australia and Oceania,Nauru,Fruits,Offline,M,4/20/15
Europe,Armenia,Cereal,Online,L,7/4/15
Central America and the Caribbean,Barbados,Fruits,Online,H,3/7/16
Middle East and North Africa,Iraq,Office Supplies,Online,H,9/15/13
Europe,Luxembourg,Snacks,Online,H,2/5/13
Australia and Oceania,Fiji,Cosmetics,Online,H,8/26/16
Europe,Belgium,Meat,Online,H,8/3/12
Europe,Romania,Fruits,Offline,C,9/8/16
Europe,Albania,Office Supplies,Offline,H,7/7/15
Australia and Oceania,Nauru,Cosmetics,Offline,H,8/13/15
Central America and the Caribbean,Saint Kitts and Nevis ,Office Supplies,Online,M,1/17/17
Sub-Saharan Africa,Namibia,Cosmetics,Offline,H,2/17/17
Australia and Oceania,Marshall Islands,Cosmetics,Online,C,4/6/14
Sub-Saharan Africa,Ghana,Fruits,Offline,C,9/6/11
Australia and Oceania,Tuvalu,Baby Food,Online,H,9/11/13
Sub-Saharan Africa,Cameroon,Fruits,Offline,C,4/27/14
Sub-Saharan Africa,Namibia,Fruits,Offline,L,3/16/16
Sub-Saharan Africa,Guinea,Household,Online,H,9/17/11
Sub-Saharan Africa,The Gambia,Household,Online,M,12/21/16
Europe,Montenegro,Clothes,Offline,M,2/14/15
Europe,Denmark,Baby Food,Offline,M,1/24/13
Europe,Hungary,Personal Care,Offline,C,12/30/14
Europe,Georgia,Meat,Offline,C,1/9/11
Europe,Slovakia,Beverages,Offline,M,4/1/11
Sub-Saharan Africa,Sierra Leone,Meat,Online,C,9/14/11
Australia and Oceania,Samoa ,Vegetables,Online,M,4/3/13
Middle East and North Africa,Iraq,Snacks,Online,H,4/13/10
Middle East and North Africa,Syria,Baby Food,Online,C,2/21/17
Sub-Saharan Africa,Niger,Cosmetics,Online,L,5/28/11
Australia and Oceania,Tonga,Baby Food,Online,L,5/8/13
Central America and the Caribbean,Saint Kitts and Nevis ,Snacks,Online,C,1/14/14
Asia,Tajikistan,Cereal,Offline,M,12/10/16
Central America and the Caribbean,Saint Lucia,Baby Food,Online,M,6/19/11
Sub-Saharan Africa,Mauritius ,Beverages,Online,M,7/28/14
Middle East and North Africa,Afghanistan,Household,Offline,M,1/3/14
Europe,Switzerland,Personal Care,Online,M,7/6/17
Sub-Saharan Africa,Central African Republic,Office Supplies,Offline,M,3/3/11
Sub-Saharan Africa,South Africa,Cosmetics,Offline,H,3/17/16
Asia,Philippines,Personal Care,Offline,H,1/21/17
Sub-Saharan Africa,Namibia,Meat,Online,M,7/28/10
Europe,Liechtenstein,Meat,Online,M,5/21/17
Central America and the Caribbean,The Bahamas,Cosmetics,Online,M,7/21/17
Sub-Saharan Africa,Zambia,Beverages,Offline,C,11/26/14
Europe,Serbia,Fruits,Offline,C,7/22/10
Middle East and North Africa,Egypt,Meat,Online,L,4/4/14
Europe,Andorra,Beverages,Offline,M,4/26/10
Australia and Oceania,Tonga,Household,Online,H,5/29/14
Sub-Saharan Africa,Sierra Leone,Beverages,Online,M,10/1/16
Europe,Liechtenstein,Household,Online,C,3/20/16
Europe,Monaco,Snacks,Online,M,7/7/16
Sub-Saharan Africa,Cote d'Ivoire,Fruits,Offline,H,11/10/14
Europe,Liechtenstein,Snacks,Offline,L,4/22/13
Europe,Sweden,Cosmetics,Online,L,12/25/14
Europe,Netherlands,Baby Food,Online,M,9/19/12
North America,Greenland,Clothes,Offline,C,7/21/15
Europe,Slovakia,Cereal,Offline,L,8/28/14
Sub-Saharan Africa,Sudan,Fruits,Online,M,6/3/17
Sub-Saharan Africa,Chad,Household,Online,C,5/11/13
Sub-Saharan Africa,Niger,Meat,Online,M,10/9/15
North America,Canada,Baby Food,Offline,L,7/8/12
Australia and Oceania,Federated States of Micronesia,Cosmetics,Online,L,3/31/15
Central America and the Caribbean,Nicaragua,Cereal,Online,L,2/26/10
Asia,Cambodia,Personal Care,Online,L,10/22/14
Australia and Oceania,Kiribati,Clothes,Online,L,10/2/13
Asia,Philippines,Cereal,Online,H,4/27/15
Central America and the Caribbean,Honduras,Office Supplies,Offline,H,7/17/17
Europe,Slovenia,Office Supplies,Offline,L,12/15/11
Asia,Sri Lanka,Meat,Offline,L,1/29/10
Sub-Saharan Africa,Ethiopia,Fruits,Online,C,12/7/16
Asia,Mongolia,Baby Food,Offline,L,2/5/12
Sub-Saharan Africa,Benin,Baby Food,Offline,L,1/27/14
Europe,Portugal,Personal Care,Offline,L,12/7/15
Europe,Bosnia and Herzegovina,Snacks,Online,H,10/21/11
Europe,Malta,Beverages,Online,M,10/27/15
Australia and Oceania,Federated States of Micronesia,Household,Online,L,11/17/12
Europe,Latvia,Cosmetics,Offline,L,6/16/15
Middle East and North Africa,Bahrain,Cosmetics,Online,L,5/15/14
Asia,North Korea,Office Supplies,Offline,C,11/10/12
Sub-Saharan Africa,Eritrea,Household,Offline,M,3/29/15
Europe,Croatia,Meat,Online,L,7/8/15
Sub-Saharan Africa,Eritrea,Vegetables,Online,L,5/6/16
Europe,Hungary,Clothes,Offline,L,1/30/10
Europe,Poland,Cereal,Online,H,11/12/12
Central America and the Caribbean,Panama,Household,Offline,L,5/26/15
Europe,Montenegro,Household,Offline,H,1/7/17
Sub-Saharan Africa,Lesotho,Cosmetics,Online,M,5/6/14
Europe,Slovakia,Vegetables,Online,C,8/16/12
Sub-Saharan Africa,Gabon,Cereal,Offline,C,5/25/14
Sub-Saharan Africa,Angola,Fruits,Online,H,9/8/15
Sub-Saharan Africa,Chad,Snacks,Online,M,5/13/17
Middle East and North Africa,Turkey,Office Supplies,Online,C,10/21/13
Asia,Maldives,Snacks,Offline,M,10/19/11
Sub-Saharan Africa,Mozambique,Office Supplies,Online,C,8/19/11
North America,Greenland,Baby Food,Online,M,11/12/10
Middle East and North Africa,Azerbaijan,Clothes,Offline,L,9/12/15
Asia,Cambodia,Cosmetics,Online,C,6/20/14
Europe,Cyprus,Office Supplies,Online,C,9/20/11
Sub-Saharan Africa,Burundi,Snacks,Online,C,11/5/16
Central America and the Caribbean,Guatemala,Office Supplies,Offline,L,1/7/10
Australia and Oceania,Samoa ,Vegetables,Online,L,2/14/14
Central America and the Caribbean,Belize,Vegetables,Offline,L,3/30/15
Central America and the Caribbean,The Bahamas,Personal Care,Offline,M,11/21/11
